diameter,cci,color,rgb
9.832635353584246,42.946062997096625,Orange,"[127, 73, 56]"
13.789972664397368,32.06883229265265,Orange,"[135, 84, 63]"
11.811304008990806,37.50744764487464,Orange,"[131, 78, 59]"
