diameter,cci,color,rgb
11.862375645900414,31.024627541135885,Orange,"[128, 84, 66]"
12.04757570853336,33.01881385813453,Orange,"[132, 84, 66]"
12.093432580328095,34.380985396760074,Orange,"[131, 83, 66]"
10.934320334916992,34.380985396760074,Orange,"[131, 83, 66]"
10.049171061681443,39.77680378437604,Orange,"[132, 81, 67]"
9.592006390330504,35.82630787793941,Orange,"[130, 82, 66]"
11.096480286948468,34.734753975851014,Orange,"[130, 82, 66]"
